feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,rare_event
-0.7406799679954202,-0.39414384632600064,1.7320309899837412,0.969808397561864,0.006900204788101043,-0.820331751614042,2.7813674240044297,-0.4127219695256594,-1.1324924065312798,-1.2941649935443613,1.6661919128486333,-3.5986629843126887,-0.32768650635236557,1.002834163483325,0.06193651286534954,0
1.1751205818657773,-0.7841676714079212,2.5720967856304577,3.1317267904444273,0.8072154243476126,0.37652416734771643,-1.0652546764135764,-1.0749457604774777,-2.3758718700987704,-0.07288505471905166,-3.281571377959994,3.366308909677169,0.8015267418279882,3.6593499608975844,0.03438851386449679,0
-2.2041267807603164,-1.6588128179742252,1.423520262144331,0.8451339765602387,0.6120428340056161,0.8349902134455031,-2.1626089241421536,-0.6912574389981777,-1.4718047497650633,-0.8701063019786099,-2.8196564693295896,4.1289685595454815,-0.9222974504807819,2.0006721858303558,-1.2284048436541841,0
-0.8025105989248066,-1.5619352114796485,3.0666562980103445,2.5355119925486003,-0.4338591167001279,-0.6868905458293273,-0.9309257296041599,-1.3036796813273879,-1.7192647313581506,-0.021616671344815833,-4.662600263268625,4.665325142332947,-1.2913277456933954,3.459753342373445,0.753864408391755,0
-1.1487046230274756,-1.5401627950724428,0.8625065627049221,1.1730508445323735,0.46934393559321586,-1.2239287217903536,1.6355258244511215,-0.05765097652934747,-0.9534956474991534,-1.3051648868268013,1.4557943073291757,-2.640253387668435,0.3650335194267149,0.8330102270466783,0.5143496039597131,0
-0.5276748349673964,-0.31929378406109354,-0.7581650200030138,3.0956409538308547,0.036521642390502956,-0.30112357496480735,3.085840829326712,0.43610524092760033,-2.9618214029939787,2.579799632022457,3.0303089425045697,-6.78260785993544,0.5445203966248102,-0.3666151909375277,1.2378493947721492,0
-1.1272583771846565,-1.285922635480267,-5.350726194804597,3.2227163196111497,0.42590015402267084,-0.8799874384820106,-5.320054531839151,1.1134226647410006,-2.1843866017236846,0.09047238884459634,-0.28393154047537095,2.2988851027566044,0.7959698095848116,-0.5633726756001068,1.4621111164855505,0
0.14402346531318183,0.4266020917935931,2.233489688551243,2.7686108975249244,0.9359441068878583,0.8588222442356416,1.7115735204688796,-0.49915659454887557,-1.7951932497009577,-0.14762006656056287,3.2583814257915455,-3.5634549455888846,-0.37700967101609345,3.4788039419449843,0.2781725465447422,0
0.019612887353893375,0.7075562825759222,5.293706359232055,-3.278894399895753,-0.4992734373999681,0.36756795790352814,1.6246145502968388,-2.230788618025998,-3.0929826653745542,-0.12866122548982042,-2.324444343507189,2.856393123157735,0.36748642357365846,2.6177376448401617,-3.1508504620110496,1
0.8647234390799174,0.5767525992452763,-2.611980124100066,3.3837231339584637,1.0944655035042599,-1.3323684557223359,2.8246092034746213,0.792127048978458,-3.605101157998275,-1.1483010202328818,2.721337058875013,-7.137753187938588,0.1000677300293783,-1.9016055757825547,0.6657982959686979,0
0.47032179732015805,-0.9203167218033591,0.09735359316158479,1.9396916972576668,1.4413669485485991,-1.0132556350909343,3.3046475659199412,0.054213095083773054,-2.457525370161889,0.0612157919420592,2.6856490659603107,-5.922474750500066,2.1802634021699845,-0.1493832294957985,0.2942468313962081,0
-0.39350685120310763,-0.7815581108941269,1.810005820862622,1.4853202770507286,0.12295137787105805,-0.30510386036197,1.6234641898877626,-0.35125961860600163,-1.055840919637693,0.3164981885589012,2.779954559084298,-3.025905317862312,-1.6190581784742237,2.2889375141040413,0.3189489103361066,0
-0.06953103635575233,1.2906376811234346,-0.41470224606893524,2.598307588850839,-0.3465551441240402,-0.2734620218812781,-0.44743430535844586,0.025871175739476525,-0.32055553191626873,1.4588852007359492,-2.637550263310812,1.3515440912761174,1.1733896754774562,0.3207555907772057,-0.4388667306365454,0
-1.2787671359549235,-0.8870150624054117,1.7154756706458891,-0.38647645584593315,0.8626243976069554,-0.5112369364278216,0.10367555666190274,-0.8671723856265325,-1.4126803320792423,-0.9650610653287159,-1.3082887313015936,1.5197088568539268,0.46206394398113404,1.207597959112261,-0.5083168690818174,0
-0.16008016532265493,-0.6057861260255428,3.288893962051474,3.456135783520565,-0.529277922761409,0.5166484571233652,4.133115382885435,-1.0451521643520298,-3.6710517333353256,-0.583293167034052,0.9915126879117183,-4.640501016288666,1.4552166741349537,2.7239076569231715,-1.12258764210503,0
-0.2826581365955792,-0.10685448830126765,0.8878565867149851,1.1978815421208402,0.11153341337630021,-0.12036555664532039,0.9024464474890566,-0.4413909361073623,-2.2811999957748754,0.3956917724405265,0.034554532172397054,-1.2256072898001777,0.1442440208482695,1.0023205385975533,0.16483932428184206,0
-0.04440528138420701,0.9875837822151887,1.5275164918662094,0.23701934220738816,-0.6855492603995124,-0.9675474256846626,-0.617362918021359,-0.40041388961942603,0.1778498326475894,0.6011383997002147,0.8242977644623349,0.8099288419760815,-1.0659725918857879,2.4344580519837025,-0.5091947458156132,0
1.3670135711893046,-2.123130136650634,2.950210796194467,0.9822131945907823,-0.7153478947961914,-1.502165882479957,-0.6244598568876097,-1.40812492211806,-2.6939853720479445,0.3399791871917114,-2.409678621329359,3.100015739531523,0.24085207491468405,3.3728188824515706,-1.0504847343322532,0
0.5004987304241284,0.08502783156206205,-1.7684905323147313,2.4808868271392406,0.4949486736834779,0.46160189162032805,1.097808899663491,1.2970110986063392,3.0598989074406306,-0.9505155024307845,2.7230708673321726,-3.882865311910668,-0.16904788983837965,-0.9529531171790482,-0.9594668602595413,1
-0.22787248697929022,-0.026558379481720632,-1.3235415671232713,2.2151215146474743,-0.790571390093953,0.8206489612919005,-4.187458983981624,-0.10051182098319189,-2.8007020218890792,-0.05996886851619119,-0.9981019639116351,3.3967993933123175,0.023554146009483995,1.9200902662962325,-0.23322999147571646,0
-0.31766324167939475,-0.8236297213338524,0.45467928251332224,1.8129782392093476,-0.549372994333527,-0.3962867285041717,-2.4325626459386913,-0.4247200275663992,-1.97469414109467,-0.04172162868884811,-1.6097677479896535,3.0462061476005635,-1.607758277553845,2.2605412995263374,0.9509277259062788,0
1.2037135678714064,0.8541301463659582,2.259500647391533,2.114441571918708,0.2451873646092263,-0.5378247829475187,-0.07673676025814426,-0.9620801097542113,-0.6522618201817659,-2.669599483270173,-4.464705805062312,3.5469320152738204,-2.039741222376175,2.0910976358615962,-1.4913879672554264,0
-0.24363796339329083,0.794089800439998,1.6338286347691802,3.1567071198762875,0.41432853292886396,-0.46716387100452245,2.9231437540300864,-0.5868338935938242,-3.650330328663437,-0.1751152155263827,2.676845903544938,-5.199288829569996,-0.773452362524824,2.2532942479739972,0.7659367368660022,0
0.04634369844613041,0.603300126974383,-3.7960475565724687,1.7655074244358107,-0.8359339204545699,0.637283635877605,-4.042722858604352,0.6327308333805,-1.3840396943636772,0.47113162011966736,-1.7271338596086463,2.769742770484424,1.3563704976395552,-1.053039847650147,0.037213037673846136,0
1.3253215690930058,0.4436540399343635,-2.283610471802913,3.1355627370889314,1.329071997993244,-1.331237366619224,0.13614159951227162,1.1643691044625775,2.2171970116783792,-0.5905438303123606,1.10940304247546,-2.360121247647223,-1.081533743722062,-0.964933233039752,-0.1265181553739094,1
1.0041961741127008,-2.311830043271426,-0.4361221711681741,-0.8670410817224015,1.0240574305821528,-1.0222978267920726,-0.2484789066291356,0.16920291786269387,0.5626022146303278,-1.2891934303214576,0.9194416535293295,-0.172795027822839,0.6508973946980829,-0.3552650942091696,-0.0932111117827028,0
-0.5141632427715066,0.6153678950458921,-0.5915192392272439,1.9028948619409713,0.457190610552657,0.012869369462493757,-2.1229592563821775,-0.2558308448907705,-2.38016550394143,0.989286946728012,-1.0139729283261465,1.9641988278609392,0.5642910864976779,1.5193614190485227,1.8686526684230556,0
-0.4970675446496393,-0.13283622082699398,4.022137934504616,1.1049092833104752,-0.1561096888662793,-0.13446694018233346,0.6226521875169166,-1.5835686034322218,-2.0491385391668997,1.153426484525149,-4.400223859461254,3.582081823595509,0.4345919417544037,2.993031875702501,0.1469082160935531,0
-0.601003558512941,-3.1324149665635703,3.796539786093951,-0.45331721569626465,0.0007942980621275099,1.2498611000364845,-0.3512165887266723,-1.3935154993131489,-2.3037988911906186,2.203297740450955,-2.049498366025045,3.175550195776806,-0.9880637679075004,3.241400639680026,0.5744928658292465,0
0.9733421115464231,0.6732235776883697,-4.268972364784552,1.416140831013,0.09128011584111026,1.1536007724178325,-6.122596978120875,0.4838875254731635,-3.8639102570995445,1.5674717945327066,1.079840909605234,2.9828955745899144,-0.17682953915819868,0.7632524563818144,-0.16494416135848494,0
-1.1753137789555788,-1.2216356452368564,1.5731505068698823,0.30831667533213003,-0.5623785635553694,1.9956164546410735,-1.1039832345942189,-0.9757459927008371,-2.4688458132791493,-0.15325256078332677,-1.367507970404902,2.5730598280288643,0.5340404064830673,2.4035561314946734,-0.38926082215759944,0
